GDS ID	Pubmed ID	MeSH Terms
GDS3433	18191373	Animals ¥ Cholesterol/biosynthesis* ¥ Chromosome Mapping ¥ Fatty Acids/biosynthesis ¥ Foodborne Diseases/genetics ¥ Foodborne Diseases/metabolism ¥ Gene Expression/drug effects* ¥ Gene Expression Profiling ¥ Glucagon/metabolism ¥ Humans ¥ Insulin/metabolism ¥ Jurkat Cells ¥ Marine Toxins/toxicity* ¥ Multigene Family/drug effects ¥ Oligonucleotide Array Sequence Analysis ¥ Receptors, LDL/metabolism ¥ Shellfish/toxicity ¥ Signal Transduction/drug effects ¥ Spiro Compounds/toxicity* ¥ T-Lymphocytes/drug effects* ¥ T-Lymphocytes/metabolism* ¥ Wnt Proteins/metabolism
GDS3434	18395086	Animals ¥ Antigens, Bacterial/physiology* ¥ Bacterial Proteins/physiology* ¥ Biopsy ¥ Colony Count, Microbial ¥ Disease Models, Animal ¥ Elafin/genetics ¥ Elafin/metabolism ¥ Endoscopy, Gastrointestinal ¥ Female ¥ Flavoproteins/genetics ¥ Flavoproteins/metabolism ¥ Gastric Mucosa/metabolism ¥ Gastric Mucosa/microbiology* ¥ Gastric Mucosa/pathology ¥ Gastritis/metabolism ¥ Gastritis/microbiology* ¥ Gastritis/pathology ¥ Gene Expression Regulation ¥ Helicobacter pylori/growth & development ¥ Helicobacter pylori/isolation & purification ¥ Helicobacter pylori/pathogenicity* ¥ Humans ¥ Immunohistochemistry ¥ Macaca mulatta ¥ Male ¥ Molecular Sequence Data ¥ NADPH Oxidase/genetics ¥ NADPH Oxidase/metabolism ¥ RNA, Bacterial/genetics* ¥ Receptors, Cell Surface/biosynthesis ¥ Receptors, Cell Surface/genetics ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ beta-Defensins/genetics ¥ beta-Defensins/metabolism
GDS3439	18710550	Adolescent ¥ Adult ¥ Female ¥ Fibroblasts/metabolism ¥ Gene Expression Profiling ¥ Gene Expression Regulation* ¥ Genotype ¥ Humans ¥ Mammary Glands, Human/cytology* ¥ Mammary Glands, Human/metabolism* ¥ Phenotype ¥ Proteins/genetics ¥ Proteins/metabolism
GDS3459	18223198	Aged ¥ Brain/physiopathology ¥ Case-Control Studies ¥ Cluster Analysis ¥ Dementia/genetics* ¥ Dementia/physiopathology ¥ Female ¥ Gene Expression Profiling ¥ Gene Expression Regulation* ¥ Genetic Variation* ¥ Humans ¥ Intercellular Signaling Peptides and Proteins/genetics* ¥ Intercellular Signaling Peptides and Proteins/metabolism ¥ Male ¥ Middle Aged ¥ Mutation ¥ Neurodegenerative Diseases/genetics ¥ Oligonucleotide Array Sequence Analysis ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Signal Transduction
GDS3463	18997871	Aged ¥ Female ¥ Gene Expression Profiling ¥ Gene Expression Regulation* ¥ Humans ¥ Intensive Care Units ¥ Male ¥ MicroRNAs/genetics ¥ MicroRNAs/metabolism ¥ Middle Aged ¥ Mitochondria, Muscle/genetics* ¥ Mitochondria, Muscle/metabolism* ¥ Mitochondrial Proteins/genetics ¥ Mitochondrial Proteins/metabolism ¥ Multiple Organ Failure/etiology ¥ Multiple Organ Failure/genetics* ¥ Multiple Organ Failure/metabolism* ¥ Muscle, Skeletal/metabolism* ¥ Oxidative Phosphorylation ¥ Sepsis/complications ¥ Sepsis/genetics* ¥ Sepsis/metabolism*
GDS3467	19027158	Adult ¥ Biological Markers/metabolism ¥ Chorionic Villi/metabolism* ¥ Down-Regulation ¥ Female ¥ Gene Expression Profiling* ¥ Gene Expression Regulation, Developmental* ¥ Genetic Predisposition to Disease/genetics* ¥ Genome-Wide Association Study* ¥ Humans ¥ Oligonucleotide Array Sequence Analysis ¥ Pre-Eclampsia/genetics* ¥ Pre-Eclampsia/metabolism ¥ Pregnancy ¥ Pregnancy Trimester, First
GDS3469	18028998	Calcium/metabolism ¥ Cells, Cultured ¥ Chemotaxis ¥ Gene Expression Regulation/drug effects* ¥ Humans ¥ Leukotriene D4/metabolism ¥ Leukotriene D4/pharmacology* ¥ Membrane Proteins/antagonists & inhibitors ¥ Membrane Proteins/genetics ¥ Membrane Proteins/metabolism* ¥ Monocytes/drug effects* ¥ Monocytes/immunology ¥ Monocytes/metabolism ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Proteins/genetics ¥ Proteins/metabolism* ¥ Receptors, Leukotriene/genetics ¥ Receptors, Leukotriene/metabolism* ¥ Signal Transduction
GDS3470	19015728	Algorithms ¥ Cell Differentiation ¥ Cell Line ¥ Embryonic Stem Cells/cytology* ¥ Endoderm/metabolism* ¥ Flow Cytometry ¥ Gene Expression Profiling* ¥ Genetic Vectors ¥ Genome, Human ¥ Humans ¥ MicroRNAs/genetics* ¥ Oligonucleotide Array Sequence Analysis ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Sodium Oxybate/pharmacology ¥ Transcription Factors/metabolism
GDS3471	18941120	Apoptosis/radiation effects ¥ Blast Crisis/genetics ¥ Blast Crisis/pathology ¥ Caspase 3/metabolism ¥ Caspase 7/metabolism ¥ Caspase 9/metabolism ¥ Cells, Cultured ¥ Child ¥ DNA Breaks, Double-Stranded* ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Leukemic* ¥ Humans ¥ Neoplasm, Residual/genetics ¥ Neoplasm, Residual/pathology ¥ Neoplasm, Residual/therapy ¥ Phosphatidylinositol 3-Kinases/metabolism ¥ Phosphorylation ¥ Poly(ADP-ribose) Polymerases/metabolism ¥ Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/genetics* ¥ Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/pathology* ¥ Precursor B-Cell Lymphoblastic Leukemia-Lymphoma/therapy ¥ Proto-Oncogene Proteins c-akt/metabolism ¥ Radiation, Ionizing ¥ Signal Transduction
GDS3472	18953412	Barrett Esophagus/genetics* ¥ Barrett Esophagus/metabolism ¥ Barrett Esophagus/pathology ¥ Biological Markers/metabolism ¥ Carcinoma, Squamous Cell/genetics ¥ Carcinoma, Squamous Cell/metabolism ¥ Carcinoma, Squamous Cell/pathology ¥ Cell Transdifferentiation/genetics* ¥ Cells, Cultured ¥ Cluster Analysis ¥ Esophageal Neoplasms/genetics ¥ Esophageal Neoplasms/metabolism ¥ Esophageal Neoplasms/pathology ¥ Esophagus/metabolism ¥ Esophagus/pathology ¥ Gene Expression Profiling ¥ Homeodomain Proteins/genetics ¥ Homeodomain Proteins/metabolism ¥ Homeodomain Proteins/physiology* ¥ Humans ¥ Keratinocytes/metabolism ¥ Oligonucleotide Array Sequence Analysis ¥ Precancerous Conditions/genetics ¥ Precancerous Conditions/metabolism ¥ Proto-Oncogene Proteins c-myc/genetics ¥ Proto-Oncogene Proteins c-myc/metabolism ¥ Proto-Oncogene Proteins c-myc/physiology*
GDS3474	19015733	Adult ¥ Aged ¥ Aged, 80 and over ¥ Calpain/genetics ¥ Female ¥ Gene Expression Profiling* ¥ Gene Expression Regulation* ¥ Glycoproteins/metabolism ¥ Humans ¥ Interleukins/metabolism ¥ Male ¥ Middle Aged ¥ Muscle Proteins/genetics ¥ Muscles/metabolism ¥ Muscular Dystrophies, Limb-Girdle/genetics* ¥ Muscular Dystrophies, Limb-Girdle/metabolism* ¥ Signal Transduction ¥ Wnt Proteins/metabolism ¥ beta Catenin/metabolism
GDS3475	19015733	Adult ¥ Aged ¥ Aged, 80 and over ¥ Calpain/genetics ¥ Female ¥ Gene Expression Profiling* ¥ Gene Expression Regulation* ¥ Glycoproteins/metabolism ¥ Humans ¥ Interleukins/metabolism ¥ Male ¥ Middle Aged ¥ Muscle Proteins/genetics ¥ Muscles/metabolism ¥ Muscular Dystrophies, Limb-Girdle/genetics* ¥ Muscular Dystrophies, Limb-Girdle/metabolism* ¥ Signal Transduction ¥ Wnt Proteins/metabolism ¥ beta Catenin/metabolism
GDS3481	18680143	Animals ¥ COS Cells ¥ Cercopithecus aethiops ¥ DNA-Binding Proteins/genetics ¥ DNA-Binding Proteins/metabolism* ¥ Hela Cells ¥ Humans ¥ Mice ¥ Nuclear Receptor Subfamily 4, Group A, Member 1 ¥ Nuclear Receptor Subfamily 4, Group A, Member 2 ¥ Oncogene Proteins, Fusion/genetics ¥ Oncogene Proteins, Fusion/metabolism* ¥ Poly(ADP-ribose) Polymerases/metabolism* ¥ RNA-Binding Protein EWS/genetics ¥ RNA-Binding Protein EWS/metabolism ¥ Receptors, Steroid/genetics ¥ Receptors, Steroid/metabolism* ¥ Receptors, Thyroid Hormone/genetics ¥ Receptors, Thyroid Hormone/metabolism* ¥ Transcription Factors/genetics ¥ Transcription Factors/metabolism ¥ Transcription, Genetic ¥ Transcriptional Activation/genetics*
GDS3482	19034449	Animals ¥ Caspases/metabolism ¥ Cell Proliferation/drug effects ¥ Cell Proliferation/radiation effects ¥ Colonic Neoplasms/drug therapy* ¥ Colonic Neoplasms/genetics ¥ Colonic Neoplasms/radiotherapy* ¥ Flow Cytometry ¥ Gamma Rays ¥ Gene Expression Profiling ¥ Gene Knockdown Techniques ¥ Humans ¥ Immunoblotting ¥ Mice ¥ Mice, Nude ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Messenger/metabolism ¥ RNA, Small Interfering/pharmacology ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ TNF-Related Apoptosis-Inducing Ligand/pharmacology* ¥ Taxoids/pharmacology* ¥ Tumor Cells, Cultured ¥ X-Linked Inhibitor of Apoptosis Protein/genetics* ¥ Xenograft Model Antitumor Assays
GDS3483	18469115	Animals ¥ Anoxia/metabolism* ¥ Bone Morphogenetic Proteins/antagonists & inhibitors* ¥ Bone Morphogenetic Proteins/metabolism ¥ Cell Hypoxia ¥ Cells, Cultured ¥ Chemokine CXCL12/biosynthesis ¥ Disease Models, Animal ¥ Endothelial Cells/metabolism ¥ Gene Expression Regulation ¥ Humans ¥ Hypertension, Pulmonary/metabolism* ¥ Intercellular Signaling Peptides and Proteins/biosynthesis* ¥ Mice ¥ Pulmonary Alveoli/blood supply ¥ Pulmonary Alveoli/metabolism* ¥ Receptors, CXCR/biosynthesis ¥ Receptors, G-Protein-Coupled/biosynthesis ¥ Respiratory Mucosa/blood supply ¥ Respiratory Mucosa/metabolism*
GDS3484	18757322	Breast Neoplasms/diagnosis ¥ Breast Neoplasms/genetics* ¥ Breast Neoplasms/metabolism* ¥ Cell Line, Tumor ¥ Gene Expression Profiling* ¥ Gene Expression Regulation, Neoplastic ¥ Humans ¥ Insulin-Like Growth Factor I/metabolism* ¥ Oligonucleotide Array Sequence Analysis ¥ Prognosis ¥ Proportional Hazards Models ¥ RNA, Messenger/metabolism ¥ Time Factors ¥ Transcription, Genetic* ¥ Treatment Outcome
GDS3487	18801183	Cell Line ¥ Cell Proliferation ¥ Cyclic AMP Response Element-Binding Protein/genetics* ¥ Cyclic AMP Response Element-Binding Protein/metabolism* ¥ Gene Expression Profiling* ¥ Gene Expression Regulation, Leukemic* ¥ Gene Knockdown Techniques* ¥ Gene Regulatory Networks ¥ Genes, Neoplasm ¥ Genes, cdc ¥ Histones/genetics ¥ Humans ¥ K562 Cells ¥ Leukemia, Myeloid/genetics* ¥ Leukemia, Myeloid/metabolism* ¥ Response Elements
GDS3489	18802032	Antigens, CD/biosynthesis* ¥ Cell Line, Tumor ¥ Cell Movement ¥ Cell Separation ¥ Gene Expression Regulation, Neoplastic ¥ Glycoproteins/biosynthesis* ¥ Humans ¥ Immunohistochemistry/methods ¥ Melanoma/drug therapy ¥ Melanoma/metabolism* ¥ Neoplasm Metastasis ¥ Neoplastic Stem Cells/metabolism* ¥ Oligonucleotide Array Sequence Analysis ¥ Peptides ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Spheroids, Cellular/metabolism ¥ Tumor Cells, Cultured ¥ Wnt Proteins/metabolism
GDS3492	18724938	Animals ¥ Carbon Tetrachloride ¥ Cell Aging* ¥ Cells, Cultured ¥ Female ¥ Fibroblasts/metabolism ¥ Humans ¥ Killer Cells, Natural/immunology ¥ Liver/cytology* ¥ Liver/physiology ¥ Liver Cirrhosis/immunology* ¥ Liver Cirrhosis/metabolism ¥ Liver Cirrhosis, Experimental/chemically induced ¥ Liver Cirrhosis, Experimental/immunology ¥ Liver Cirrhosis, Experimental/metabolism ¥ Mice
GDS3493	18694499	Adult ¥ Aged ¥ Cell Cycle ¥ Cell Line, Tumor ¥ Endoplasmic Reticulum/metabolism ¥ Endoplasmic Reticulum/pathology* ¥ Enzyme Inhibitors/pharmacology ¥ Humans ¥ Immunohistochemistry/methods ¥ Lung/drug effects ¥ Lung/metabolism ¥ Lung/pathology* ¥ Lung Neoplasms/etiology ¥ Lung Neoplasms/metabolism ¥ Lung Neoplasms/pathology* ¥ Middle Aged ¥ Oxidative Stress ¥ Protein Denaturation ¥ Smoke/adverse effects ¥ Smoking/adverse effects*
GDS3494	18694499	Adult ¥ Aged ¥ Cell Cycle ¥ Cell Line, Tumor ¥ Endoplasmic Reticulum/metabolism ¥ Endoplasmic Reticulum/pathology* ¥ Enzyme Inhibitors/pharmacology ¥ Humans ¥ Immunohistochemistry/methods ¥ Lung/drug effects ¥ Lung/metabolism ¥ Lung/pathology* ¥ Lung Neoplasms/etiology ¥ Lung Neoplasms/metabolism ¥ Lung Neoplasms/pathology* ¥ Middle Aged ¥ Oxidative Stress ¥ Protein Denaturation ¥ Smoke/adverse effects ¥ Smoking/adverse effects*
GDS3495	18311132	Adult ¥ Adult Stem Cells/cytology ¥ Adult Stem Cells/physiology* ¥ Aging/physiology* ¥ Cell Differentiation/physiology ¥ Gene Expression Profiling ¥ Gene Expression Regulation ¥ Humans ¥ Lamin Type A/genetics ¥ Lamin Type A/metabolism* ¥ Mesenchymal Stem Cells/cytology ¥ Mesenchymal Stem Cells/physiology* ¥ Nuclear Proteins/genetics ¥ Nuclear Proteins/metabolism* ¥ Oligonucleotide Array Sequence Analysis ¥ Progeria*/genetics ¥ Progeria*/metabolism ¥ Progeria*/physiopathology ¥ Protein Precursors/genetics ¥ Protein Precursors/metabolism* ¥ Receptors, Notch/genetics ¥ Receptors, Notch/metabolism ¥ Recombinant Fusion Proteins/genetics ¥ Recombinant Fusion Proteins/metabolism ¥ Signal Transduction/physiology*
GDS3496	18587056	Adult ¥ Animals ¥ Apoptosis* ¥ Blotting, Western ¥ Bronchoalveolar Lavage Fluid ¥ Cell Line ¥ Female ¥ Flow Cytometry ¥ Humans ¥ Immunohistochemistry ¥ Macrophages, Alveolar/enzymology* ¥ Macrophages, Alveolar/pathology* ¥ Male ¥ Phagocytosis ¥ Proto-Oncogene Proteins/genetics ¥ Proto-Oncogene Proteins/metabolism ¥ Pulmonary Disease, Chronic Obstructive/enzymology ¥ Pulmonary Disease, Chronic Obstructive/pathology ¥ Rats ¥ Receptor Protein-Tyrosine Kinases/genetics ¥ Receptor Protein-Tyrosine Kinases/metabolism ¥ Receptors, Cell Surface/genetics ¥ Receptors, Cell Surface/metabolism ¥ Smoking/metabolism* ¥ Smoking/pathology* ¥ Solubility ¥ Up-Regulation
GDS3497	19001140	Animals ¥ Cell Lineage ¥ DNA-Binding Proteins/genetics ¥ DNA-Binding Proteins/immunology ¥ Gene Expression Profiling ¥ Humans ¥ Interferon-gamma/immunology* ¥ Interleukin-12/immunology ¥ MAP Kinase Kinase Kinases/genetics ¥ MAP Kinase Kinase Kinases/immunology* ¥ Mice ¥ Mice, Knockout ¥ Microarray Analysis ¥ Proto-Oncogene Proteins/genetics ¥ Proto-Oncogene Proteins/immunology* ¥ STAT4 Transcription Factor/immunology ¥ T-Box Domain Proteins/immunology ¥ T-Lymphocytes/immunology* ¥ Th1 Cells/cytology ¥ Th1 Cells/immunology ¥ Toxoplasma/immunology* ¥ Toxoplasmosis, Animal/immunology
GDS3498	19001140	Animals ¥ Cell Lineage ¥ DNA-Binding Proteins/genetics ¥ DNA-Binding Proteins/immunology ¥ Gene Expression Profiling ¥ Humans ¥ Interferon-gamma/immunology* ¥ Interleukin-12/immunology ¥ MAP Kinase Kinase Kinases/genetics ¥ MAP Kinase Kinase Kinases/immunology* ¥ Mice ¥ Mice, Knockout ¥ Microarray Analysis ¥ Proto-Oncogene Proteins/genetics ¥ Proto-Oncogene Proteins/immunology* ¥ STAT4 Transcription Factor/immunology ¥ T-Box Domain Proteins/immunology ¥ T-Lymphocytes/immunology* ¥ Th1 Cells/cytology ¥ Th1 Cells/immunology ¥ Toxoplasma/immunology* ¥ Toxoplasmosis, Animal/immunology
GDS3499	18292579	Cell Separation ¥ Cells, Cultured ¥ Down-Regulation/genetics ¥ Down-Regulation/immunology* ¥ Gene Expression Profiling* ¥ Gene Expression Regulation/immunology ¥ Humans ¥ Immunity, Innate*/genetics ¥ Lipopolysaccharides/antagonists & inhibitors* ¥ Lipopolysaccharides/pharmacology* ¥ Monocytes/immunology ¥ Monocytes/metabolism ¥ Oligonucleotide Array Sequence Analysis ¥ Receptor Cross-Talk/immunology* ¥ Receptors, Immunologic/metabolism* ¥ Receptors, Immunologic/physiology ¥ Signal Transduction/genetics ¥ Signal Transduction/immunology ¥ Up-Regulation/genetics ¥ Up-Regulation/immunology*
GDS3500	18288900	Animals ¥ Apoptosis/physiology ¥ Cells, Cultured ¥ Cryptosporidiosis/immunology* ¥ Cryptosporidiosis/metabolism* ¥ Cryptosporidiosis/parasitology ¥ Cryptosporidium/isolation & purification* ¥ Cryptosporidium/physiology ¥ Host-Parasite Interactions/physiology ¥ Humans ¥ Intestinal Mucosa/immunology* ¥ Intestinal Mucosa/metabolism ¥ Intestinal Mucosa/parasitology* ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Osteoprotegerin/biosynthesis* ¥ Osteoprotegerin/immunology ¥ Osteoprotegerin/secretion ¥ Sus scrofa ¥ TNF-Related Apoptosis-Inducing Ligand/antagonists & inhibitors ¥ TNF-Related Apoptosis-Inducing Ligand/immunology
GDS3501	18827815	Adult ¥ Aged ¥ Colorectal Neoplasms/genetics* ¥ Colorectal Neoplasms/pathology ¥ Female ¥ Gene Expression Profiling* ¥ Humans ¥ Liver Neoplasms/genetics* ¥ Liver Neoplasms/secondary ¥ Male ¥ Middle Aged ¥ Neoplasms, Multiple Primary/genetics ¥ Neoplasms, Second Primary/genetics ¥ Receptor, Epidermal Growth Factor/genetics ¥ Tumor Markers, Biological/genetics
GDS3510	18787218	Adenocarcinoma/genetics* ¥ Adenocarcinoma/metabolism ¥ Adenocarcinoma/mortality ¥ Adenocarcinoma/secondary ¥ Aged ¥ Cohort Studies ¥ Female ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic ¥ Humans ¥ Immunohistochemistry ¥ Lung Neoplasms/genetics* ¥ Lung Neoplasms/metabolism ¥ Lung Neoplasms/mortality ¥ Male ¥ Membrane Proteins/genetics* ¥ Membrane Proteins/metabolism ¥ Middle Aged ¥ Neoplasm Invasiveness/genetics ¥ Neoplasm Metastasis/genetics ¥ Prognosis ¥ RNA, Messenger/metabolism ¥ Retrospective Studies ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Survival Analysis ¥ Tumor Markers, Biological/genetics
GDS3511	19048100	Animals ¥ Calcium Signaling ¥ Cell Proliferation ¥ Gene Expression Profiling ¥ HIV-1/physiology* ¥ Humans ¥ Immunity, Innate ¥ MAP Kinase Signaling System ¥ Macrophages/metabolism* ¥ Macrophages/virology* ¥ Toll-Like Receptors/agonists ¥ Toll-Like Receptors/metabolism*
GDS3513	18941512	Animals ¥ Cell Differentiation ¥ Electrocardiography ¥ Embryonic Stem Cells/cytology* ¥ Embryonic Stem Cells/transplantation ¥ Gene Expression Profiling* ¥ Graft Survival ¥ Humans ¥ Mice ¥ Models, Animal ¥ Myocardial Reperfusion Injury/therapy* ¥ Myocytes, Cardiac/cytology* ¥ Myocytes, Cardiac/transplantation ¥ Oligonucleotide Array Sequence Analysis ¥ Stem Cell Transplantation/methods* ¥ Transcription, Genetic ¥ Transplantation, Heterologous ¥ Treatment Outcome
GDS3514	18959781	Adult ¥ Aged ¥ Aged, 80 and over ¥ Antibiotics, Antineoplastic/pharmacology* ¥ Apoptosis/genetics ¥ Cluster Analysis ¥ Doxorubicin/pharmacology* ¥ Female ¥ Gene Expression Regulation, Neoplastic/drug effects* ¥ Humans ¥ Liposarcoma/drug therapy ¥ Liposarcoma/genetics* ¥ Liposarcoma/metabolism ¥ Liposarcoma/pathology ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Tumor Cells, Cultured
GDS3516	18794340	B-Lymphocytes/cytology ¥ B-Lymphocytes/immunology ¥ Biological Markers/metabolism ¥ Diagnosis, Differential ¥ Enzyme Activation ¥ Extracellular Matrix/metabolism ¥ Extracellular Signal-Regulated MAP Kinases/metabolism ¥ Gene Expression Profiling* ¥ Germinal Center/cytology ¥ Hodgkin Disease*/genetics ¥ Hodgkin Disease*/immunology ¥ Hodgkin Disease*/pathology ¥ Lymph Nodes/cytology ¥ Lymphocytes/immunology* ¥ Lymphoma, Follicular*/genetics ¥ Lymphoma, Follicular*/immunology ¥ Lymphoma, Follicular*/pathology ¥ Microarray Analysis ¥ NF-kappa B/metabolism ¥ Phenotype ¥ Reproducibility of Results
GDS3517	18814281	Cell Adhesion Molecules/pharmacology ¥ Cell Line, Tumor ¥ Cyclin D1/metabolism ¥ Cyclins/metabolism ¥ Cytoskeleton/metabolism ¥ Gene Expression Regulation, Neoplastic* ¥ Genes, ras* ¥ Humans ¥ Melanoma/metabolism* ¥ Mutation* ¥ Oncogene Protein p21(ras)/metabolism* ¥ Paxillin/pharmacology ¥ Phenotype ¥ Phosphoproteins/pharmacology ¥ Skin Neoplasms/metabolism* ¥ Vinculin/pharmacology
GDS3518	19052557	Adult ¥ Aged ¥ Antigens, CD34/metabolism* ¥ Female ¥ Gene Expression Profiling ¥ Humans ¥ Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy* ¥ Leukemia, Myelogenous, Chronic, BCR-ABL Positive/genetics* ¥ Leukemia, Myelogenous, Chronic, BCR-ABL Positive/pathology ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis ¥ Philadelphia Chromosome* ¥ Piperazines/therapeutic use* ¥ Protein Kinase Inhibitors/therapeutic use* ¥ Protein-Tyrosine Kinases/antagonists & inhibitors ¥ Pyrimidines/therapeutic use* ¥ Tumor Markers, Biological/genetics ¥ Tumor Markers, Biological/metabolism
GDS3523	18845641	Cell Adhesion/genetics ¥ Cell Movement/genetics* ¥ Cells, Cultured ¥ Female ¥ Gene Expression Profiling ¥ Heme Oxygenase-1/genetics ¥ Heme Oxygenase-1/physiology* ¥ Humans ¥ Models, Biological ¥ Oligonucleotide Array Sequence Analysis ¥ PPAR gamma/physiology* ¥ Pregnancy ¥ Pregnancy Trimester, First/genetics* ¥ Pregnancy Trimester, First/metabolism ¥ Signal Transduction/genetics ¥ Trophoblasts/metabolism* ¥ Trophoblasts/physiology
GDS3524	18984585	Anoxia ¥ Arginine/chemistry ¥ Base Sequence ¥ Gene Expression Regulation* ¥ Hela Cells ¥ Histone Deacetylases/metabolism ¥ Histones/chemistry ¥ Humans ¥ Hypoxia-Inducible Factor 1/metabolism* ¥ Jumonji Domain-Containing Histone Demethylases ¥ Kidney/embryology ¥ Lysine/chemistry ¥ Microscopy, Fluorescence ¥ Molecular Sequence Data ¥ Oxidoreductases, N-Demethylating/physiology* ¥ Transcription Factors/physiology*
GDS3525	18550328	Activating Transcription Factors/genetics ¥ Activating Transcription Factors/metabolism ¥ Adult ¥ Aged ¥ Aged, 80 and over ¥ Chromatography, High Pressure Liquid ¥ Cyclic AMP Response Element-Binding Protein/genetics ¥ Cyclic AMP Response Element-Binding Protein/metabolism ¥ Depression/etiology* ¥ Depression/genetics ¥ Depression/physiopathology ¥ Female ¥ Gene Expression Regulation, Neoplastic ¥ Humans ¥ Middle Aged ¥ NF-kappa B/genetics ¥ NF-kappa B/metabolism ¥ Neoplasms/metabolism ¥ Norepinephrine/blood ¥ Oligonucleotide Array Sequence Analysis ¥ Ovarian Neoplasms/genetics* ¥ Ovarian Neoplasms/physiopathology ¥ Ovarian Neoplasms/psychology* ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Risk Factors ¥ Social Support* ¥ Transcription, Genetic*
GDS3531	19036724	Cell Line ¥ Cell Proliferation ¥ Humans ¥ Lentivirus/genetics ¥ Microscopy, Electron, Transmission ¥ Mitochondria/genetics ¥ Mitochondria/metabolism* ¥ Mitochondrial Diseases/genetics ¥ Mitochondrial Diseases/metabolism* ¥ Mitochondrial Diseases/pathology* ¥ Nucleic Acid Conformation* ¥ Oligonucleotide Array Sequence Analysis ¥ RNA Interference* ¥ Transcription Factors/genetics ¥ Transcription Factors/metabolism*
GDS3532	19036724	Cell Line ¥ Cell Proliferation ¥ Humans ¥ Lentivirus/genetics ¥ Microscopy, Electron, Transmission ¥ Mitochondria/genetics ¥ Mitochondria/metabolism* ¥ Mitochondrial Diseases/genetics ¥ Mitochondrial Diseases/metabolism* ¥ Mitochondrial Diseases/pathology* ¥ Nucleic Acid Conformation* ¥ Oligonucleotide Array Sequence Analysis ¥ RNA Interference* ¥ Transcription Factors/genetics ¥ Transcription Factors/metabolism*
GDS3534	18815287	COUP Transcription Factor II/genetics ¥ COUP Transcription Factor II/metabolism* ¥ Cell Differentiation/physiology ¥ Cell Lineage/physiology ¥ Cells, Cultured ¥ Endothelial Cells/cytology* ¥ Endothelial Cells/physiology* ¥ Gene Expression Regulation, Developmental ¥ Homeodomain Proteins/genetics ¥ Homeodomain Proteins/metabolism* ¥ Humans ¥ Lymphatic System/cytology ¥ Lymphatic System/embryology* ¥ Tumor Suppressor Proteins/genetics ¥ Tumor Suppressor Proteins/metabolism*
GDS3537	19095052	Adrenal Cortex Neoplasms/genetics ¥ Adrenal Cortex Neoplasms/pathology* ¥ Adrenocortical Carcinoma/genetics ¥ Adrenocortical Carcinoma/pathology* ¥ Cell Cycle/drug effects ¥ Cell Line, Tumor ¥ Cell Proliferation/drug effects ¥ Cell Survival/drug effects ¥ Dose-Response Relationship, Drug ¥ Endoplasmic Reticulum/drug effects ¥ Gene Expression Profiling* ¥ Halogenated Diphenyl Ethers/metabolism ¥ Halogenated Diphenyl Ethers/toxicity* ¥ Humans
GDS3539	18648529	Biopsy ¥ Cell Differentiation ¥ Cluster Analysis ¥ Cytokines/metabolism ¥ Gene Expression Regulation* ¥ Humans ¥ Interferon Type I/metabolism* ¥ Interferon-gamma/metabolism ¥ Keratinocytes/metabolism ¥ Models, Biological ¥ Psoriasis/therapy* ¥ RNA, Messenger/metabolism ¥ STAT1 Transcription Factor/metabolism ¥ Skin/pathology ¥ Tumor Necrosis Factor-alpha/metabolism ¥ Ubiquitins/metabolism
GDS3553	18578872	Computational Biology/methods ¥ DNA Probes/analysis ¥ Databases, Genetic ¥ False Positive Reactions ¥ Gene Expression Profiling/instrumentation ¥ Gene Expression Profiling/methods* ¥ Gene Expression Profiling/standards ¥ Humans ¥ Macrophages/metabolism* ¥ Monocytes/metabolism* ¥ Oligonucleotide Array Sequence Analysis/instrumentation ¥ Oligonucleotide Array Sequence Analysis/methods* ¥ Oligonucleotide Array Sequence Analysis/standards ¥ Quality Control ¥ RNA, Messenger/metabolism ¥ Reference Standards ¥ Regression Analysis ¥ Reproducibility of Results
