disease,integration type,experiment,threshold,features,accuracy,train instances,test instances,total_instances
Acne_Vulgaris,multi,GDS3218,20,10,55.5556,27,9,36
Acne_Vulgaris,multi,GDS3218,20,20,44.4444,27,9,36
Acne_Vulgaris,multi,GDS3218,20,30,44.4444,27,9,36
Acne_Vulgaris,multi,GDS3218,20,40,44.4444,27,9,36
Acne_Vulgaris,multi,GDS3218,20,50,44.4444,27,9,36
Acne_Vulgaris,multi,GDS2478,30,10,66.6667,24,12,36
Acne_Vulgaris,multi,GDS2478,30,20,75,24,12,36
Acne_Vulgaris,multi,GDS2478,30,30,91.6667,24,12,36
Acne_Vulgaris,multi,GDS2478,30,40,100,24,12,36
Acne_Vulgaris,multi,GDS2478,30,50,100,24,12,36
Acne_Vulgaris,multi,GDS3215,30,10,50,32,4,36
Acne_Vulgaris,multi,GDS3215,30,20,50,32,4,36
Acne_Vulgaris,multi,GDS3215,30,30,50,32,4,36
Acne_Vulgaris,multi,GDS3215,30,40,50,32,4,36
Acne_Vulgaris,multi,GDS3215,30,50,50,32,4,36
Acne_Vulgaris,multi,GDS3218,30,10,50,28,8,36
Acne_Vulgaris,multi,GDS3218,30,20,50,28,8,36
Acne_Vulgaris,multi,GDS3218,30,30,50,28,8,36
Acne_Vulgaris,multi,GDS3218,30,40,50,28,8,36
Acne_Vulgaris,multi,GDS3218,30,50,50,28,8,36
Acne_Vulgaris,multi,GDS2478,40,10,80,26,10,36
Acne_Vulgaris,multi,GDS2478,40,20,100,26,10,36
Acne_Vulgaris,multi,GDS2478,40,30,90,26,10,36
Acne_Vulgaris,multi,GDS2478,40,40,100,26,10,36
Acne_Vulgaris,multi,GDS2478,40,50,100,26,10,36
Acne_Vulgaris,multi,GDS3215,40,10,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,40,20,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,40,30,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,40,40,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,40,50,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,40,10,42.8571,29,7,36
Acne_Vulgaris,multi,GDS3218,40,20,57.1429,29,7,36
Acne_Vulgaris,multi,GDS3218,40,30,57.1429,29,7,36
Acne_Vulgaris,multi,GDS3218,40,40,57.1429,29,7,36
Acne_Vulgaris,multi,GDS3218,40,50,57.1429,29,7,36
Acne_Vulgaris,multi,GDS2478,50,10,88.8889,27,9,36
Acne_Vulgaris,multi,GDS2478,50,20,66.6667,27,9,36
Acne_Vulgaris,multi,GDS2478,50,30,66.6667,27,9,36
Acne_Vulgaris,multi,GDS2478,50,40,22.2222,27,9,36
Acne_Vulgaris,multi,GDS2478,50,50,11.1111,27,9,36
Acne_Vulgaris,multi,GDS3215,50,10,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,50,20,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,50,30,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,50,40,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3215,50,50,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,50,10,50,30,6,36
Acne_Vulgaris,multi,GDS3218,50,20,50,30,6,36
Acne_Vulgaris,multi,GDS3218,50,30,50,30,6,36
Acne_Vulgaris,multi,GDS3218,50,40,50,30,6,36
Acne_Vulgaris,multi,GDS3218,50,50,50,30,6,36
Acne_Vulgaris,multi,GDS2478,60,10,100,29,7,36
Acne_Vulgaris,multi,GDS2478,60,20,100,29,7,36
Acne_Vulgaris,multi,GDS2478,60,30,100,29,7,36
Acne_Vulgaris,multi,GDS2478,60,40,100,29,7,36
Acne_Vulgaris,multi,GDS2478,60,50,100,29,7,36
Acne_Vulgaris,multi,GDS3215,60,10,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,20,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,30,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,40,0,34,2,36
Acne_Vulgaris,multi,GDS3215,60,50,0,34,2,36
Acne_Vulgaris,multi,GDS3218,60,10,50,32,4,36
Acne_Vulgaris,multi,GDS3218,60,20,50,32,4,36
Acne_Vulgaris,multi,GDS3218,60,30,50,32,4,36
Acne_Vulgaris,multi,GDS3218,60,40,50,32,4,36
Acne_Vulgaris,multi,GDS3218,60,50,50,32,4,36
Acne_Vulgaris,multi,GDS2478,70,10,60,31,5,36
Acne_Vulgaris,multi,GDS2478,70,20,60,31,5,36
Acne_Vulgaris,multi,GDS2478,70,30,60,31,5,36
Acne_Vulgaris,multi,GDS2478,70,40,80,31,5,36
Acne_Vulgaris,multi,GDS2478,70,50,80,31,5,36
Acne_Vulgaris,multi,GDS3215,70,10,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,20,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,30,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,40,0,35,1,36
Acne_Vulgaris,multi,GDS3215,70,50,0,35,1,36
Acne_Vulgaris,multi,GDS3218,70,10,33.3333,33,3,36
Acne_Vulgaris,multi,GDS3218,70,20,66.6667,33,3,36
Acne_Vulgaris,multi,GDS3218,70,30,66.6667,33,3,36
Acne_Vulgaris,multi,GDS3218,70,40,66.6667,33,3,36
Acne_Vulgaris,multi,GDS3218,70,50,66.6667,33,3,36
Acne_Vulgaris,multi,GDS2478,80,10,33.3333,33,3,36
Acne_Vulgaris,multi,GDS2478,80,20,33.3333,33,3,36
Acne_Vulgaris,multi,GDS2478,80,30,66.6667,33,3,36
Acne_Vulgaris,multi,GDS2478,80,40,100,33,3,36
Acne_Vulgaris,multi,GDS2478,80,50,100,33,3,36
Acne_Vulgaris,multi,GDS3215,80,10,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,20,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,30,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,40,0,35,1,36
Acne_Vulgaris,multi,GDS3215,80,50,0,35,1,36
Acne_Vulgaris,multi,GDS3218,80,10,0,34,2,36
Acne_Vulgaris,multi,GDS3218,80,20,100,34,2,36
Acne_Vulgaris,multi,GDS3218,80,30,100,34,2,36
Acne_Vulgaris,multi,GDS3218,80,40,100,34,2,36
Acne_Vulgaris,multi,GDS3218,80,50,100,34,2,36
Acne_Vulgaris,multi,GDS2478,90,10,100,35,1,36
Acne_Vulgaris,multi,GDS2478,90,20,100,35,1,36
Acne_Vulgaris,multi,GDS2478,90,30,100,35,1,36
Acne_Vulgaris,multi,GDS2478,90,40,100,35,1,36
Acne_Vulgaris,multi,GDS2478,90,50,100,35,1,36
Acne_Vulgaris,multi,GDS3215,90,10,0,36,0,36
Acne_Vulgaris,multi,GDS3215,90,20,0,36,0,36
Acne_Vulgaris,multi,GDS3215,90,30,0,36,0,36
Acne_Vulgaris,multi,GDS3215,90,40,0,36,0,36
Acne_Vulgaris,multi,GDS3215,90,50,0,36,0,36
Acne_Vulgaris,multi,GDS3218,90,10,0,35,1,36
Acne_Vulgaris,multi,GDS3218,90,20,100,35,1,36
Acne_Vulgaris,multi,GDS3218,90,30,100,35,1,36
Acne_Vulgaris,multi,GDS3218,90,40,100,35,1,36
Acne_Vulgaris,multi,GDS3218,90,50,100,35,1,36
Endometriosis,single,GDS2737,10,10,54.5455,4,33,37
Endometriosis,single,GDS2737,10,20,57.5758,4,33,37
Endometriosis,single,GDS2737,10,30,60.6061,4,33,37
Endometriosis,single,GDS2737,10,40,72.7273,4,33,37
Endometriosis,single,GDS2737,10,50,72.7273,4,33,37
Endometriosis,single,GDS2737,10,60,66.6667,4,33,37
Endometriosis,single,GDS2737,10,70,66.6667,4,33,37
Endometriosis,single,GDS2737,10,80,69.697,4,33,37
Endometriosis,single,GDS2737,10,90,69.697,4,33,37
Endometriosis,single,GDS3060,10,10,44.4444,1,9,10
Endometriosis,single,GDS3060,10,20,44.4444,1,9,10
Endometriosis,single,GDS3060,10,30,44.4444,1,9,10
Endometriosis,single,GDS3060,10,40,44.4444,1,9,10
Endometriosis,single,GDS3060,10,50,44.4444,1,9,10
Endometriosis,single,GDS3060,10,60,44.4444,1,9,10
Endometriosis,single,GDS3060,10,70,44.4444,1,9,10
Endometriosis,single,GDS3060,10,80,44.4444,1,9,10
Endometriosis,single,GDS3060,10,90,44.4444,1,9,10
Endometriosis,single,GDS3092,10,10,100,3,19,22
Endometriosis,single,GDS3092,10,20,100,3,19,22
Endometriosis,single,GDS3092,10,30,94.7368,3,19,22
Endometriosis,single,GDS3092,10,40,100,3,19,22
Endometriosis,single,GDS3092,10,50,94.7368,3,19,22
Endometriosis,single,GDS3092,10,60,94.7368,3,19,22
Endometriosis,single,GDS3092,10,70,94.7368,3,19,22
Endometriosis,single,GDS3092,10,80,94.7368,3,19,22
Endometriosis,single,GDS3092,10,90,94.7368,3,19,22
Endometriosis,single,GDS2737,20,10,58.6207,8,29,37
Endometriosis,single,GDS2737,20,20,62.069,8,29,37
Endometriosis,single,GDS2737,20,30,72.4138,8,29,37
Endometriosis,single,GDS2737,20,40,79.3103,8,29,37
Endometriosis,single,GDS2737,20,50,75.8621,8,29,37
Endometriosis,single,GDS2737,20,60,72.4138,8,29,37
Endometriosis,single,GDS2737,20,70,68.9655,8,29,37
Endometriosis,single,GDS2737,20,80,68.9655,8,29,37
Endometriosis,single,GDS2737,20,90,72.4138,8,29,37
Endometriosis,single,GDS3060,20,10,37.5,2,8,10
Endometriosis,single,GDS3060,20,20,37.5,2,8,10
Endometriosis,single,GDS3060,20,30,37.5,2,8,10
Endometriosis,single,GDS3060,20,40,37.5,2,8,10
Endometriosis,single,GDS3060,20,50,37.5,2,8,10
Endometriosis,single,GDS3060,20,60,37.5,2,8,10
Endometriosis,single,GDS3060,20,70,37.5,2,8,10
Endometriosis,single,GDS3060,20,80,37.5,2,8,10
Endometriosis,single,GDS3060,20,90,37.5,2,8,10
Endometriosis,single,GDS3092,20,10,94.1176,5,17,22
Endometriosis,single,GDS3092,20,20,94.1176,5,17,22
Endometriosis,single,GDS3092,20,30,100,5,17,22
Endometriosis,single,GDS3092,20,40,100,5,17,22
Endometriosis,single,GDS3092,20,50,94.1176,5,17,22
Endometriosis,single,GDS3092,20,60,94.1176,5,17,22
Endometriosis,single,GDS3092,20,70,94.1176,5,17,22
Endometriosis,single,GDS3092,20,80,88.2353,5,17,22
Endometriosis,single,GDS3092,20,90,94.1176,5,17,22
Endometriosis,single,GDS2737,30,10,60,12,25,37
Endometriosis,single,GDS2737,30,20,72,12,25,37
Endometriosis,single,GDS2737,30,30,72,12,25,37
Endometriosis,single,GDS2737,30,40,68,12,25,37
Endometriosis,single,GDS2737,30,50,68,12,25,37
Endometriosis,single,GDS2737,30,60,64,12,25,37
Endometriosis,single,GDS2737,30,70,64,12,25,37
Endometriosis,single,GDS2737,30,80,68,12,25,37
Endometriosis,single,GDS2737,30,90,64,12,25,37
Endometriosis,single,GDS3060,30,10,57.1429,3,7,10
Endometriosis,single,GDS3060,30,20,85.7143,3,7,10
Endometriosis,single,GDS3060,30,30,85.7143,3,7,10
Endometriosis,single,GDS3060,30,40,85.7143,3,7,10
Endometriosis,single,GDS3060,30,50,85.7143,3,7,10
Endometriosis,single,GDS3060,30,60,85.7143,3,7,10
Endometriosis,single,GDS3060,30,70,85.7143,3,7,10
Endometriosis,single,GDS3060,30,80,85.7143,3,7,10
Endometriosis,single,GDS3060,30,90,85.7143,3,7,10
Endometriosis,single,GDS3092,30,10,93.3333,7,15,22
Endometriosis,single,GDS3092,30,20,93.3333,7,15,22
Endometriosis,single,GDS3092,30,30,93.3333,7,15,22
Endometriosis,single,GDS3092,30,40,93.3333,7,15,22
Endometriosis,single,GDS3092,30,50,93.3333,7,15,22
Endometriosis,single,GDS3092,30,60,93.3333,7,15,22
Endometriosis,single,GDS3092,30,70,93.3333,7,15,22
Endometriosis,single,GDS3092,30,80,93.3333,7,15,22
Endometriosis,single,GDS3092,30,90,93.3333,7,15,22
Endometriosis,single,GDS2737,40,10,59.0909,15,22,37
Endometriosis,single,GDS2737,40,20,63.6364,15,22,37
Endometriosis,single,GDS2737,40,30,63.6364,15,22,37
Endometriosis,single,GDS2737,40,40,68.1818,15,22,37
Endometriosis,single,GDS2737,40,50,63.6364,15,22,37
Endometriosis,single,GDS2737,40,60,72.7273,15,22,37
Endometriosis,single,GDS2737,40,70,77.2727,15,22,37
Endometriosis,single,GDS2737,40,80,81.8182,15,22,37
Endometriosis,single,GDS2737,40,90,77.2727,15,22,37
Endometriosis,single,GDS3060,40,10,100,4,6,10
Endometriosis,single,GDS3060,40,20,100,4,6,10
Endometriosis,single,GDS3060,40,30,100,4,6,10
Endometriosis,single,GDS3060,40,40,100,4,6,10
Endometriosis,single,GDS3060,40,50,100,4,6,10
Endometriosis,single,GDS3060,40,60,83.3333,4,6,10
Endometriosis,single,GDS3060,40,70,100,4,6,10
Endometriosis,single,GDS3060,40,80,83.3333,4,6,10
Endometriosis,single,GDS3060,40,90,83.3333,4,6,10
Endometriosis,single,GDS3092,40,10,92.3077,9,13,22
Endometriosis,single,GDS3092,40,20,92.3077,9,13,22
Endometriosis,single,GDS3092,40,30,92.3077,9,13,22
Endometriosis,single,GDS3092,40,40,92.3077,9,13,22
Endometriosis,single,GDS3092,40,50,92.3077,9,13,22
Endometriosis,single,GDS3092,40,60,92.3077,9,13,22
Endometriosis,single,GDS3092,40,70,92.3077,9,13,22
Endometriosis,single,GDS3092,40,80,92.3077,9,13,22
Endometriosis,single,GDS3092,40,90,92.3077,9,13,22
Endometriosis,single,GDS2737,50,10,61.1111,19,18,37
Endometriosis,single,GDS2737,50,20,72.2222,19,18,37
Endometriosis,single,GDS2737,50,30,83.3333,19,18,37
Endometriosis,single,GDS2737,50,40,66.6667,19,18,37
Endometriosis,single,GDS2737,50,50,77.7778,19,18,37
Endometriosis,single,GDS2737,50,60,61.1111,19,18,37
Endometriosis,single,GDS2737,50,70,61.1111,19,18,37
Endometriosis,single,GDS2737,50,80,66.6667,19,18,37
Endometriosis,single,GDS2737,50,90,61.1111,19,18,37
Endometriosis,single,GDS3060,50,10,80,5,5,10
Endometriosis,single,GDS3060,50,20,100,5,5,10
Endometriosis,single,GDS3060,50,30,100,5,5,10
Endometriosis,single,GDS3060,50,40,80,5,5,10
Endometriosis,single,GDS3060,50,50,80,5,5,10
Endometriosis,single,GDS3060,50,60,80,5,5,10
Endometriosis,single,GDS3060,50,70,80,5,5,10
Endometriosis,single,GDS3060,50,80,80,5,5,10
Endometriosis,single,GDS3060,50,90,80,5,5,10
Endometriosis,single,GDS3092,50,10,90.9091,11,11,22
Endometriosis,single,GDS3092,50,20,90.9091,11,11,22
Endometriosis,single,GDS3092,50,30,90.9091,11,11,22
Endometriosis,single,GDS3092,50,40,90.9091,11,11,22
Endometriosis,single,GDS3092,50,50,90.9091,11,11,22
Endometriosis,single,GDS3092,50,60,90.9091,11,11,22
Endometriosis,single,GDS3092,50,70,90.9091,11,11,22
Endometriosis,single,GDS3092,50,80,90.9091,11,11,22
Endometriosis,single,GDS3092,50,90,90.9091,11,11,22
Endometriosis,single,GDS2737,60,10,85.7143,23,14,37
Endometriosis,single,GDS2737,60,20,92.8571,23,14,37
Endometriosis,single,GDS2737,60,30,78.5714,23,14,37
Endometriosis,single,GDS2737,60,40,78.5714,23,14,37
Endometriosis,single,GDS2737,60,50,71.4286,23,14,37
Endometriosis,single,GDS2737,60,60,71.4286,23,14,37
Endometriosis,single,GDS2737,60,70,78.5714,23,14,37
Endometriosis,single,GDS2737,60,80,92.8571,23,14,37
Endometriosis,single,GDS2737,60,90,85.7143,23,14,37
Endometriosis,single,GDS3060,60,10,75,6,4,10
Endometriosis,single,GDS3060,60,20,75,6,4,10
Endometriosis,single,GDS3060,60,30,75,6,4,10
Endometriosis,single,GDS3060,60,40,100,6,4,10
Endometriosis,single,GDS3060,60,50,75,6,4,10
Endometriosis,single,GDS3060,60,60,100,6,4,10
Endometriosis,single,GDS3060,60,70,100,6,4,10
Endometriosis,single,GDS3060,60,80,100,6,4,10
Endometriosis,single,GDS3060,60,90,75,6,4,10
Endometriosis,single,GDS3092,60,10,87.5,14,8,22
Endometriosis,single,GDS3092,60,20,87.5,14,8,22
Endometriosis,single,GDS3092,60,30,87.5,14,8,22
Endometriosis,single,GDS3092,60,40,87.5,14,8,22
Endometriosis,single,GDS3092,60,50,87.5,14,8,22
Endometriosis,single,GDS3092,60,60,87.5,14,8,22
Endometriosis,single,GDS3092,60,70,87.5,14,8,22
Endometriosis,single,GDS3092,60,80,87.5,14,8,22
Endometriosis,single,GDS3092,60,90,87.5,14,8,22
Endometriosis,single,GDS2737,70,10,81.8182,26,11,37
Endometriosis,single,GDS2737,70,20,63.6364,26,11,37
Endometriosis,single,GDS2737,70,30,72.7273,26,11,37
Endometriosis,single,GDS2737,70,40,81.8182,26,11,37
Endometriosis,single,GDS2737,70,50,81.8182,26,11,37
Endometriosis,single,GDS2737,70,60,81.8182,26,11,37
Endometriosis,single,GDS2737,70,70,81.8182,26,11,37
Endometriosis,single,GDS2737,70,80,81.8182,26,11,37
Endometriosis,single,GDS2737,70,90,81.8182,26,11,37
Endometriosis,single,GDS3060,70,10,100,7,3,10
Endometriosis,single,GDS3060,70,20,100,7,3,10
Endometriosis,single,GDS3060,70,30,100,7,3,10
Endometriosis,single,GDS3060,70,40,100,7,3,10
Endometriosis,single,GDS3060,70,50,100,7,3,10
Endometriosis,single,GDS3060,70,60,100,7,3,10
Endometriosis,single,GDS3060,70,70,100,7,3,10
Endometriosis,single,GDS3060,70,80,100,7,3,10
Endometriosis,single,GDS3060,70,90,100,7,3,10
Endometriosis,single,GDS3092,70,10,83.3333,16,6,22
