"Source","Target","Bidirectional?","Type color","Data name (edge)","Concept","Ontology","Color","Data name (node)","Shared terms","Parent-child SNPs"
"CELL_CYCLE_PHASE","CELL_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_CYCLE_PHASE","REGULATION_OF_APOPTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_CYCLE_PHASE","REGULATION_OF_PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","ACTIN_FILAMENT_BASED_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","REGULATION_OF_DEVELOPMENTAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","PHOSPHORYLATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","REGULATION_OF_GENE_EXPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","APOPTOSIS_GO","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","BIOPOLYMER_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","REGULATION_OF_TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","CELLULAR_MACROMOLECULE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","POST_TRANSLATIONAL_PROTEIN_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","CELL_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","REGULATION_OF_APOPTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","REGULATION_OF_PROGRAMMED_CELL_DEATH","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","CELLULAR_PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","ACTIN_CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANELLE_ORGANIZATION_AND_BIOGENESIS","PROTEIN_MODIFICATION_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","REGULATION_OF_RNA_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","RESPONSE_TO_ENDOGENOUS_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","TRANSCRIPTION_DNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","RNA_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","REGULATION_OF_GENE_EXPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","CELLULAR_COMPONENT_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","CELLULAR_RESPONSE_TO_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","MACROMOLECULAR_COMPLEX_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","CELLULAR_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","RESPONSE_TO_STRESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","MACROMOLECULE_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","REGULATION_OF_TRANSCRIPTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","CELLULAR_MACROMOLECULE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","RNA_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","CELL_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSLATION","CELLULAR_PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","POSITIVE_REGULATION_OF_CELLULAR_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","RESPONSE_TO_ENDOGENOUS_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","REGULATION_OF_CELL_PROLIFERATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","PHOSPHORYLATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","CELLULAR_COMPONENT_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","CELLULAR_RESPONSE_TO_STIMULUS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","NERVOUS_SYSTEM_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","MACROMOLECULAR_COMPLEX_ASSEMBLY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","BIOPOLYMER_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","CELL_PROLIFERATION_GO_0008283","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","CELLULAR_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","RESPONSE_TO_STRESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","BIOPOLYMER_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","REGULATION_OF_BIOLOGICAL_QUALITY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","IMMUNE_SYSTEM_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","HOMEOSTATIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","MACROMOLECULE_BIOSYNTHETIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","CELLULAR_MACROMOLECULE_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","POST_TRANSLATIONAL_PROTEIN_MODIFICATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","CELL_DEVELOPMENT","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","CELLULAR_PROTEIN_METABOLIC_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","PROTEIN_MODIFICATION_PROCESS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_HORMONE_STIMULUS","TRANSLATION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_PURINE_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_GLUTATHIONE_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_LONG_TERM_DEPRESSION","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_TIGHT_JUNCTION","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_PYRIMIDINE_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_ARGININE_AND_PROLINE_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_GLYCEROLIPID_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_SPHINGOLIPID_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_SPLICEOSOME","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_TGF_BETA_SIGNALING_PATHWAY","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_RENAL_CELL_CARCINOMA","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_RNA_POLYMERASE","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_RIBOSOME","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_INSULIN_SIGNALING_PATHWAY","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_PATHWAYS_IN_CANCER","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_DRUG_METABOLISM_CYTOCHROME_P450","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_PYRUVATE_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_NITROGEN_METABOLISM","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"Alcohol Dependence","KEGG_GAP_JUNCTION","n","#ff8888ff","Alcohol Dependence",,,,,"",""
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","KEGG_LONG_TERM_DEPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_TIGHT_JUNCTION","KEGG_LONG_TERM_DEPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_PYRIMIDINE_METABOLISM","KEGG_PURINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","KEGG_GLUTATHIONE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","KEGG_ARGININE_AND_PROLINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","KEGG_PURINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","KEGG_PYRIMIDINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_TGF_BETA_SIGNALING_PATHWAY","KEGG_LONG_TERM_DEPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_TGF_BETA_SIGNALING_PATHWAY","KEGG_TIGHT_JUNCTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_RNA_POLYMERASE","KEGG_PURINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_RNA_POLYMERASE","KEGG_PYRIMIDINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_RNA_POLYMERASE","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_INSULIN_SIGNALING_PATHWAY","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_PATHWAYS_IN_CANCER","KEGG_RENAL_CELL_CARCINOMA","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450","KEGG_GLUTATHIONE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","KEGG_PATHWAYS_IN_CANCER","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM","KEGG_INSULIN_SIGNALING_PATHWAY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_PYRUVATE_METABOLISM","KEGG_GLYCEROLIPID_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_NITROGEN_METABOLISM","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"KEGG_GAP_JUNCTION","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_CELL_PROLIFERATION","KEGG_RENAL_CELL_CARCINOMA","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_CELL_PROLIFERATION","KEGG_PATHWAYS_IN_CANCER","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_CELL_PROLIFERATION","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOSYNTHETIC_PROCESS","KEGG_ARGININE_AND_PROLINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOSYNTHETIC_PROCESS","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BIOSYNTHETIC_PROCESS","KEGG_RIBOSOME","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_RNA_METABOLIC_PROCESS","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_RNA_METABOLIC_PROCESS","KEGG_RIBOSOME","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"BRAIN_DEVELOPMENT","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANIC_ACID_METABOLIC_PROCESS","KEGG_ARGININE_AND_PROLINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ORGANIC_ACID_METABOLIC_PROCESS","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CYTOSKELETON_ORGANIZATION_AND_BIOGENESIS","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT","KEGG_INSULIN_SIGNALING_PATHWAY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_RESPONSE","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"IMMUNE_RESPONSE","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_CELLULAR_PROCESS","KEGG_LONG_TERM_DEPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_CELLULAR_PROCESS","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_CELLULAR_PROCESS","KEGG_TIGHT_JUNCTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_CELLULAR_PROCESS","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_CELLULAR_PROCESS","KEGG_TGF_BETA_SIGNALING_PATHWAY","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_CELLULAR_PROCESS","KEGG_RENAL_CELL_CARCINOMA","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_CELLULAR_PROCESS","KEGG_PATHWAYS_IN_CANCER","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"POSITIVE_REGULATION_OF_CELLULAR_PROCESS","KEGG_NITROGEN_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS","KEGG_ARGININE_AND_PROLINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"AMINO_ACID_AND_DERIVATIVE_METABOLIC_PROCESS","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_ENDOGENOUS_STIMULUS","KEGG_LONG_TERM_DEPRESSION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"RESPONSE_TO_ENDOGENOUS_STIMULUS","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_CELL_CYCLE","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_CELL_CYCLE","KEGG_RENAL_CELL_CARCINOMA","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_CELL_CYCLE","KEGG_PATHWAYS_IN_CANCER","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"REGULATION_OF_CELL_CYCLE","KEGG_NITROGEN_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSCRIPTION_DNA_DEPENDENT","KEGG_GLYCOLYSIS_GLUCONEOGENESIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"TRANSCRIPTION_DNA_DEPENDENT","KEGG_RIBOSOME","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS","KEGG_NITROGEN_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"INTERPHASE","KEGG_RENAL_CELL_CARCINOMA","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"INTERPHASE","KEGG_PATHWAYS_IN_CANCER","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ACTIN_FILAMENT_BASED_PROCESS","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ACTIN_FILAMENT_BASED_PROCESS","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"ACTIN_FILAMENT_BASED_PROCESS","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_CYCLE_GO_0007049","KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_CYCLE_GO_0007049","KEGG_RENAL_CELL_CARCINOMA","y","#ff0000ff","Alcohol Dependence",,,,,"",""
"CELL_CYCLE_GO_0007049","KEGG_PATHWAYS_IN_CANCER","y","#ff0000ff","Alcohol Dependence",,,,,"",""
